Name,Description,Web URL,Publish date,Author,Published in
Universal Dependencies 2.7,Research contribution by Sam Bowman,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,N/A,Sam Bowman,Institut national de recherche en informatique et en automatique
Speech Recognition with Segmental Conditional Random Fields: Final Report from the 2010 JHU Summer Workshop,Research contribution by Sam Bowman,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,N/A,Sam Bowman,Institut national de recherche en informatique et en automatique
Modeling pronunciation variation with context-dependent articulatory feature decision trees,Research contribution by Sam Bowman,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,N/A,Sam Bowman,Institut national de recherche en informatique et en automatique
PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing,Research contribution by Sham Kakade,https://scholar.google.com/citations?user=wb-DKCIAAAAJ,N/A,Sham Kakade,University of Washington
Outpacing the Virus: Digital Response to Containing the Spread of COVID-19 while Mitigating Privacy Risks,Research contribution by Sham Kakade,https://scholar.google.com/citations?user=wb-DKCIAAAAJ,N/A,Sham Kakade,University of Washington
Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging,Research contribution by Sham Kakade,https://scholar.google.com/citations?user=wb-DKCIAAAAJ,N/A,Sham Kakade,University of Washington
On the Sample Complexity of the Linear Quadratic Regulator,Research contribution by Nikolai Matni,https://scholar.google.com/scholar?q=Nikolai+Matni,N/A,Nikolai Matni,California University of Pennsylvania
System level synthesis,Research contribution by Nikolai Matni,https://scholar.google.com/scholar?q=Nikolai+Matni,N/A,Nikolai Matni,California University of Pennsylvania
Regret Bounds for Robust Adaptive Control of the Linear Quadratic\n Regulator,Research contribution by Nikolai Matni,https://scholar.google.com/scholar?q=Nikolai+Matni,N/A,Nikolai Matni,California University of Pennsylvania
A System-Level Approach to Controller Synthesis,Research contribution by Nikolai Matni,https://scholar.google.com/scholar?q=Nikolai+Matni,N/A,Nikolai Matni,California University of Pennsylvania
MIRIAD: Augmenting LLMs with millions of medical query-response pairs,Research contribution by Eric Topol,https://scholar.google.com/citations?user=E2-uIQYAAAAJ,N/A,Eric Topol,Scripps Research Institute
The AI Productivity Index (APEX),Research contribution by Eric Topol,https://scholar.google.com/citations?user=E2-uIQYAAAAJ,N/A,Eric Topol,Scripps Research Institute
Assessing knowledge of mathematical equivalence: A construct-modeling approach.,Research contribution by Percival Matthews,https://scholar.google.com/scholar?q=Percival+Matthews,N/A,Percival Matthews,University of Wisconsin–Madison
Individual Differences in Nonsymbolic Ratio Processing Predict Symbolic Math Performance,Research contribution by Percival Matthews,https://scholar.google.com/scholar?q=Percival+Matthews,N/A,Percival Matthews,University of Wisconsin–Madison
"In pursuit of knowledge: Comparing self-explanations, concepts, and procedures as pedagogical tools",Research contribution by Percival Matthews,https://scholar.google.com/scholar?q=Percival+Matthews,N/A,Percival Matthews,University of Wisconsin–Madison
Measure for Measure: What Combining Diverse Measures Reveals About Children's Understanding of the Equal Sign as an Indicator of Mathematical Equality,Research contribution by Percival Matthews,https://scholar.google.com/scholar?q=Percival+Matthews,N/A,Percival Matthews,University of Wisconsin–Madison
A specific misconception of the equal sign acts as a barrier to children's learning of early algebra,Research contribution by Percival Matthews,https://scholar.google.com/scholar?q=Percival+Matthews,N/A,Percival Matthews,University of Wisconsin–Madison
SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly Convex Composite Objectives,Research contribution by Aaron Defazio,https://scholar.google.com/scholar?q=Aaron+Defazio,N/A,Aaron Defazio,N/A
fastMRI: An Open Dataset and Benchmarks for Accelerated MRI,Research contribution by Aaron Defazio,https://scholar.google.com/scholar?q=Aaron+Defazio,N/A,Aaron Defazio,N/A
SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly\n Convex Composite Objectives,Research contribution by Aaron Defazio,https://scholar.google.com/scholar?q=Aaron+Defazio,N/A,Aaron Defazio,N/A
fastMRI: A Publicly Available Raw k-Space and DICOM Dataset of Knee Images for Accelerated MR Image Reconstruction Using Machine Learning,Research contribution by Aaron Defazio,https://scholar.google.com/scholar?q=Aaron+Defazio,N/A,Aaron Defazio,N/A
Advancing machine learning for MR image reconstruction with an open competition: Overview of the 2019 fastMRI challenge,Research contribution by Aaron Defazio,https://scholar.google.com/scholar?q=Aaron+Defazio,N/A,Aaron Defazio,N/A
On the Utility of Learning about Humans for Human-AI Coordination,Research contribution by Rohin Shah,https://scholar.google.com/scholar?q=Rohin+Shah,N/A,Rohin Shah,Google DeepMind
Chlorophyll,Research contribution by Rohin Shah,https://scholar.google.com/scholar?q=Rohin+Shah,N/A,Rohin Shah,Google DeepMind
Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,Research contribution by Rohin Shah,https://scholar.google.com/scholar?q=Rohin+Shah,N/A,Rohin Shah,Google DeepMind
Preferences Implicit in the State of the World,Research contribution by Rohin Shah,https://scholar.google.com/scholar?q=Rohin+Shah,N/A,Rohin Shah,Google DeepMind
Neural circuit policies enabling auditable autonomy,Research contribution by Ramin Hasani,https://scholar.google.com/scholar?q=Ramin+Hasani,N/A,Ramin Hasani,N/A
Liquid Time-constant Networks,Research contribution by Ramin Hasani,https://scholar.google.com/scholar?q=Ramin+Hasani,N/A,Ramin Hasani,N/A
Closed-form continuous-time neural networks,Research contribution by Ramin Hasani,https://scholar.google.com/scholar?q=Ramin+Hasani,N/A,Ramin Hasani,N/A
OpenWorm: overview and recent advances in integrative biological simulation of <i>Caenorhabditis elegans</i>,Research contribution by Ramin Hasani,https://scholar.google.com/scholar?q=Ramin+Hasani,N/A,Ramin Hasani,N/A
BarrierNet: Differentiable Control Barrier Functions for Learning of Safe Robot Control,Research contribution by Ramin Hasani,https://scholar.google.com/scholar?q=Ramin+Hasani,N/A,Ramin Hasani,N/A
SMHD: A Large-Scale Resource for Exploring Online Language Usage for\n Multiple Mental Health Conditions,Research contribution by Luca Soldaini,https://scholar.google.com/scholar?q=Luca+Soldaini,N/A,Luca Soldaini,Allen Institute
The Semantic Scholar Open Data Platform,Research contribution by Luca Soldaini,https://scholar.google.com/scholar?q=Luca+Soldaini,N/A,Luca Soldaini,Allen Institute
Queer In AI: A Case Study in Community-Led Participatory AI,Research contribution by Luca Soldaini,https://scholar.google.com/scholar?q=Luca+Soldaini,N/A,Luca Soldaini,Allen Institute
One-Shot Labeling for Automatic Relevance Estimation,Research contribution by Luca Soldaini,https://scholar.google.com/scholar?q=Luca+Soldaini,N/A,Luca Soldaini,Allen Institute
OLMo: Accelerating the Science of Language Models,Research contribution by Luca Soldaini,https://scholar.google.com/scholar?q=Luca+Soldaini,N/A,Luca Soldaini,Allen Institute
UniMorph 2.0: Universal Morphology,Research contribution by Arya McCarthy,https://scholar.google.com/scholar?q=Arya+McCarthy,N/A,Arya McCarthy,N/A
The,Research contribution by Arya McCarthy,https://scholar.google.com/scholar?q=Arya+McCarthy,N/A,Arya McCarthy,N/A
Freezing Subnetworks to Analyze Domain Adaptation in Neural Machine Translation,Research contribution by Arya McCarthy,https://scholar.google.com/scholar?q=Arya+McCarthy,N/A,Arya McCarthy,N/A
Meaning to Form: Measuring Systematicity as Information,Research contribution by Arya McCarthy,https://scholar.google.com/scholar?q=Arya+McCarthy,N/A,Arya McCarthy,N/A
The CoNLL--SIGMORPHON 2018 Shared Task: Universal Morphological Reinflection,Research contribution by Arya McCarthy,https://scholar.google.com/scholar?q=Arya+McCarthy,N/A,Arya McCarthy,N/A
Tune: A Research Platform for Distributed Model Selection and Training,Research contribution by Robert Nishihara,https://scholar.google.com/scholar?q=Robert+Nishihara,N/A,Robert Nishihara,N/A
RLlib: Abstractions for Distributed Reinforcement Learning,Research contribution by Robert Nishihara,https://scholar.google.com/scholar?q=Robert+Nishihara,N/A,Robert Nishihara,N/A
Ray: A Distributed Framework for Emerging AI Applications,Research contribution by Robert Nishihara,https://scholar.google.com/scholar?q=Robert+Nishihara,N/A,Robert Nishihara,N/A
A General Analysis of the Convergence of ADMM,Research contribution by Robert Nishihara,https://scholar.google.com/scholar?q=Robert+Nishihara,N/A,Robert Nishihara,N/A
Quantifying the environmental benefits of a solvent-based separation process for multilayer plastic films,Research contribution by Victor Zavala,https://scholar.google.com/scholar?q=Victor+Zavala,N/A,Victor Zavala,University of Wisconsin–Madison
Uncertainty quantification for molecular property predictions with graph neural architecture search,Research contribution by Victor Zavala,https://scholar.google.com/scholar?q=Victor+Zavala,N/A,Victor Zavala,University of Wisconsin–Madison
From automated to autonomous process operations,Research contribution by Victor Zavala,https://scholar.google.com/scholar?q=Victor+Zavala,N/A,Victor Zavala,University of Wisconsin–Madison
Optimal Design of Food Packaging Considering Waste Management Technologies to Achieve Circular Economy,Research contribution by Victor Zavala,https://scholar.google.com/scholar?q=Victor+Zavala,N/A,Victor Zavala,University of Wisconsin–Madison
Screening Green Solvents for Multilayer Plastic Films Separation,Research contribution by Victor Zavala,https://scholar.google.com/scholar?q=Victor+Zavala,N/A,Victor Zavala,University of Wisconsin–Madison
What Twitter Will and Will Not Do: Theorizing About Teachers’ Online Professional Communities,Research contribution by Josh Tobias,https://scholar.google.com/scholar?q=Josh+Tobias,N/A,Josh Tobias,Massachusetts Institute of Technology
“A Lifelong Classroom”: Social Studies Educators’ Engagement with Professional Learning Networks on Twitter,Research contribution by Josh Tobias,https://scholar.google.com/scholar?q=Josh+Tobias,N/A,Josh Tobias,Massachusetts Institute of Technology
State Civic Education Requirements. CIRCLE Fact Sheet.,Research contribution by Josh Tobias,https://scholar.google.com/scholar?q=Josh+Tobias,N/A,Josh Tobias,Massachusetts Institute of Technology
Exploring the dimensionality of self-perceived performance assessment literacy (PAL),Research contribution by Josh Tobias,https://scholar.google.com/scholar?q=Josh+Tobias,N/A,Josh Tobias,Massachusetts Institute of Technology
"""Yeah, I know this"": Student Experiences in a Blended MicroMasters Program",Research contribution by Josh Tobias,https://scholar.google.com/scholar?q=Josh+Tobias,N/A,Josh Tobias,Massachusetts Institute of Technology
Which Spatial Partition Trees are Adaptive to Intrinsic Dimension?,Research contribution by Samory Kpotufe,https://scholar.google.com/scholar?q=Samory+Kpotufe,N/A,Samory Kpotufe,Columbia University
k-NN Regression Adapts to Local Intrinsic Dimension,Research contribution by Samory Kpotufe,https://scholar.google.com/scholar?q=Samory+Kpotufe,N/A,Samory Kpotufe,Columbia University
Consistent Procedures for Cluster Tree Estimation and Pruning,Research contribution by Samory Kpotufe,https://scholar.google.com/scholar?q=Samory+Kpotufe,N/A,Samory Kpotufe,Columbia University
A different approach to sensor networking for shm: Remote powering and interrogation with unmanned aerial vehicles,Research contribution by Samory Kpotufe,https://scholar.google.com/scholar?q=Samory+Kpotufe,N/A,Samory Kpotufe,Columbia University
An Efficient One-Class SVM for Anomaly Detection in the Internet of Things,Research contribution by Samory Kpotufe,https://scholar.google.com/scholar?q=Samory+Kpotufe,N/A,Samory Kpotufe,Columbia University
Cyborgs in the Courtroom: The Use of Google Glass Recordings in Litigation,Research contribution by Kristin Bergman,https://scholar.google.com/scholar?q=Kristin+Bergman,N/A,Kristin Bergman,NC Department of Health and Human Services
A Target to the Heart of the First Amendment: Government Endorsement of Responsible Disclosure as Unconstitutional,Research contribution by Kristin Bergman,https://scholar.google.com/scholar?q=Kristin+Bergman,N/A,Kristin Bergman,NC Department of Health and Human Services
Leveraging knowledge graphs to update scientific word embeddings using latent semantic imputation,Research contribution by Victor Botev,https://scholar.google.com/scholar?q=Victor+Botev,N/A,Victor Botev,Institute for Nuclear Research and Nuclear Energy
ConSens: Assessing Context Grounding in Open-Book Question Answering,Research contribution by Victor Botev,https://scholar.google.com/scholar?q=Victor+Botev,N/A,Victor Botev,Institute for Nuclear Research and Nuclear Energy
Evaluating Embedding Frameworks for Scientific Domain,Research contribution by Victor Botev,https://scholar.google.com/scholar?q=Victor+Botev,N/A,Victor Botev,Institute for Nuclear Research and Nuclear Energy
Advantage-Weighted Regression: Simple and Scalable Off-Policy Reinforcement Learning,Research contribution by Xue Bin Peng,https://scholar.google.com/scholar?q=Xue+Bin+Peng,N/A,Xue Bin Peng,Simon Fraser University
"Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow",Research contribution by Xue Bin Peng,https://scholar.google.com/scholar?q=Xue+Bin+Peng,N/A,Xue Bin Peng,Simon Fraser University
Adversarial Motion Priors Make Good Substitutes for Complex Reward Functions,Research contribution by Xue Bin Peng,https://scholar.google.com/scholar?q=Xue+Bin+Peng,N/A,Xue Bin Peng,Simon Fraser University
